"workerid","domain","condition","item","lowers","uppers","responses"
"200","age","prior","college student",40,45,0.12
"200","age","prior","college student",45,50,0
"200","age","prior","college student",50,55,0
"200","age","prior","college student",55,60,0
"200","age","prior","college student",60,65,0
"200","age","prior","college student",65,70,0
"200","age","prior","college student",70,75,0
"200","age","prior","college student",75,80,0
"200","age","prior","college student",80,85,0
"200","age","prior","college student",85,NA,0
"201","age","posterior","college student",0,5,0.02
"201","age","posterior","college student",5,10,0.03
"201","age","posterior","college student",10,15,0.05
"201","age","posterior","college student",15,20,0.05
"201","age","posterior","college student",20,25,0.03
"201","age","posterior","college student",25,30,0.28
"201","age","posterior","college student",30,35,0.33
"201","age","posterior","college student",35,40,0.42
"201","age","posterior","college student",40,45,0.5
"201","age","posterior","college student",45,50,0.65
"201","age","posterior","college student",50,55,0.66
"201","age","posterior","college student",55,60,0.04
"201","age","posterior","college student",60,65,0.05
"201","age","posterior","college student",65,70,0.04
"201","age","posterior","college student",70,75,0.04
"201","age","posterior","college student",75,80,0
"201","age","posterior","college student",80,85,0.04
"201","age","posterior","college student",85,NA,0.04
"202","age","prior","new parent",0,5,0.03
"202","age","prior","new parent",5,10,0.03
"202","age","prior","new parent",10,15,0.03
"202","age","prior","new parent",15,20,0.03
"202","age","prior","new parent",20,25,0.23
"202","age","prior","new parent",25,30,0.36
"202","age","prior","new parent",30,35,0.67
"202","age","prior","new parent",35,40,0.86
"202","age","prior","new parent",40,45,0.92
"202","age","prior","new parent",45,50,0.91
"202","age","prior","new parent",50,55,0.86
"202","age","prior","new parent",55,60,0.78
"202","age","prior","new parent",60,65,0.73
"202","age","prior","new parent",65,70,0.61
"202","age","prior","new parent",70,75,0.46
"202","age","prior","new parent",75,80,0.49
"202","age","prior","new parent",80,85,0.47
"202","age","prior","new parent",85,NA,0.44
"203","age","prior","New Yorker",0,5,0.72
"203","age","prior","New Yorker",5,10,0.71
"203","age","prior","New Yorker",10,15,0.71
"203","age","prior","New Yorker",15,20,0.9
"203","age","prior","New Yorker",20,25,0.97
"203","age","prior","New Yorker",25,30,0.96
"203","age","prior","New Yorker",30,35,0.95
"203","age","prior","New Yorker",35,40,0.95
"203","age","prior","New Yorker",40,45,0.96
"203","age","prior","New Yorker",45,50,0.95
"203","age","prior","New Yorker",50,55,0.77
"203","age","prior","New Yorker",55,60,0.75
"203","age","prior","New Yorker",60,65,0.76
"203","age","prior","New Yorker",65,70,0.77
"203","age","prior","New Yorker",70,75,0.56
"203","age","prior","New Yorker",75,80,0.51
"203","age","prior","New Yorker",80,85,0.5
"203","age","prior","New Yorker",85,NA,0.48
"204","age","posterior","college student",0,5,0
"204","age","posterior","college student",5,10,0
"204","age","posterior","college student",10,15,0
"204","age","posterior","college student",15,20,0.57
"204","age","posterior","college student",20,25,0.71
"204","age","posterior","college student",25,30,0.56
"204","age","posterior","college student",30,35,0.45
"204","age","posterior","college student",35,40,0.3
"204","age","posterior","college student",40,45,0.14
"204","age","posterior","college student",45,50,0
"204","age","posterior","college student",50,55,0
"204","age","posterior","college student",55,60,0
"204","age","posterior","college student",60,65,0
"204","age","posterior","college student",65,70,0
"204","age","posterior","college student",70,75,0
"204","age","posterior","college student",75,80,0
"204","age","posterior","college student",80,85,0
"204","age","posterior","college student",85,NA,0
"205","age","prior","college student",0,5,0
"205","age","prior","college student",5,10,0
"205","age","prior","college student",10,15,0.06
"205","age","prior","college student",15,20,1
"205","age","prior","college student",20,25,0.31
"205","age","prior","college student",25,30,0.11
"205","age","prior","college student",30,35,0
"205","age","prior","college student",35,40,0
"205","age","prior","college student",40,45,0
"205","age","prior","college student",45,50,0
"205","age","prior","college student",50,55,0
"205","age","prior","college student",55,60,0
"205","age","prior","college student",60,65,0
"205","age","prior","college student",65,70,0
"205","age","prior","college student",70,75,0
"205","age","prior","college student",75,80,0
"205","age","prior","college student",80,85,0
"205","age","prior","college student",85,NA,0
"206","age","posterior","new parent",0,5,0
"206","age","posterior","new parent",5,10,0
"206","age","posterior","new parent",10,15,0
"206","age","posterior","new parent",15,20,0
"206","age","posterior","new parent",20,25,0
"206","age","posterior","new parent",25,30,0
"206","age","posterior","new parent",30,35,0.21
"206","age","posterior","new parent",35,40,0.35
"206","age","posterior","new parent",40,45,0.54
"206","age","posterior","new parent",45,50,0.54
"206","age","posterior","new parent",50,55,0.22
"206","age","posterior","new parent",55,60,0.2
"206","age","posterior","new parent",60,65,0.09
"206","age","posterior","new parent",65,70,0.09
"206","age","posterior","new parent",70,75,0.09
"206","age","posterior","new parent",75,80,0.09
"206","age","posterior","new parent",80,85,0.11
"206","age","posterior","new parent",85,NA,0.13
"207","age","posterior","new parent",0,5,0
"207","age","posterior","new parent",5,10,0
"207","age","posterior","new parent",10,15,0
"207","age","posterior","new parent",15,20,0
"207","age","posterior","new parent",20,25,0
"207","age","posterior","new parent",25,30,0.6
"207","age","posterior","new parent",30,35,0.73
"207","age","posterior","new parent",35,40,0.97
"207","age","posterior","new parent",40,45,0.9
"207","age","posterior","new parent",45,50,0.55
"207","age","posterior","new parent",50,55,0.01
"207","age","posterior","new parent",55,60,0.04
"207","age","posterior","new parent",60,65,0.03
"207","age","posterior","new parent",65,70,0.04
"207","age","posterior","new parent",70,75,0.02
"207","age","posterior","new parent",75,80,0.01
"207","age","posterior","new parent",80,85,0.03
"207","age","posterior","new parent",85,NA,0.01
"208","age","prior","New Yorker",0,5,0.02
"208","age","prior","New Yorker",5,10,0.01
"208","age","prior","New Yorker",10,15,0.25
"208","age","prior","New Yorker",15,20,0.58
"208","age","prior","New Yorker",20,25,0.73
"208","age","prior","New Yorker",25,30,0.74
"208","age","prior","New Yorker",30,35,0.75
"208","age","prior","New Yorker",35,40,0.74
"208","age","prior","New Yorker",40,45,0.77
"208","age","prior","New Yorker",45,50,0.76
"208","age","prior","New Yorker",50,55,0.76
"208","age","prior","New Yorker",55,60,0.75
"208","age","prior","New Yorker",60,65,0.63
"208","age","prior","New Yorker",65,70,0.5
"208","age","prior","New Yorker",70,75,0.43
"208","age","prior","New Yorker",75,80,0.32
"208","age","prior","New Yorker",80,85,0.2
"208","age","prior","New Yorker",85,NA,0.19
"209","age","posterior","college student",0,5,0
"209","age","posterior","college student",5,10,0
"209","age","posterior","college student",10,15,0
"209","age","posterior","college student",15,20,0.52
"209","age","posterior","college student",20,25,0.7
"209","age","posterior","college student",25,30,1
"209","age","posterior","college student",30,35,0.85
"209","age","posterior","college student",35,40,0.83
"209","age","posterior","college student",40,45,0.84
"209","age","posterior","college student",45,50,0.65
"209","age","posterior","college student",50,55,0.22
"209","age","posterior","college student",55,60,0.24
"209","age","posterior","college student",60,65,0.23
"209","age","posterior","college student",65,70,0.23
"209","age","posterior","college student",70,75,0.23
"209","age","posterior","college student",75,80,0.25
"209","age","posterior","college student",80,85,0.11
"209","age","posterior","college student",85,NA,0
"210","age","posterior","college student",0,5,0.03
"210","age","posterior","college student",5,10,0.04
"210","age","posterior","college student",10,15,0.02
"210","age","posterior","college student",15,20,0.03
"210","age","posterior","college student",20,25,0.14
"210","age","posterior","college student",25,30,0.24
"210","age","posterior","college student",30,35,0.43
"210","age","posterior","college student",35,40,0.56
"210","age","posterior","college student",40,45,0.69
"210","age","posterior","college student",45,50,0.92
"210","age","posterior","college student",50,55,0.8
"210","age","posterior","college student",55,60,0.6
"210","age","posterior","college student",60,65,0.42
"210","age","posterior","college student",65,70,0.16
"210","age","posterior","college student",70,75,0.02
"210","age","posterior","college student",75,80,0.03
"210","age","posterior","college student",80,85,0.02
"210","age","posterior","college student",85,NA,0.02
"211","age","prior","new parent",0,5,0
"211","age","prior","new parent",5,10,0
"211","age","prior","new parent",10,15,0.75
"211","age","prior","new parent",15,20,0.93
"211","age","prior","new parent",20,25,0.97
"211","age","prior","new parent",25,30,0.99
"211","age","prior","new parent",30,35,0.99
"211","age","prior","new parent",35,40,0.97
"211","age","prior","new parent",40,45,0.5
"211","age","prior","new parent",45,50,0.5
"211","age","prior","new parent",50,55,0.23
"211","age","prior","new parent",55,60,0.12
"211","age","prior","new parent",60,65,0.05
"211","age","prior","new parent",65,70,0.03
"211","age","prior","new parent",70,75,0.02
"211","age","prior","new parent",75,80,0.02
"211","age","prior","new parent",80,85,0.03
"211","age","prior","new parent",85,NA,0.03
"212","age","prior","college student",0,5,0
"212","age","prior","college student",5,10,0
"212","age","prior","college student",10,15,0
"212","age","prior","college student",15,20,0.33
"212","age","prior","college student",20,25,0.81
"212","age","prior","college student",25,30,0.36
"212","age","prior","college student",30,35,0
"212","age","prior","college student",35,40,0
"212","age","prior","college student",40,45,0
"212","age","prior","college student",45,50,0.05
"212","age","prior","college student",50,55,0
"212","age","prior","college student",55,60,0
"212","age","prior","college student",60,65,0
"212","age","prior","college student",65,70,0
"212","age","prior","college student",70,75,0
"212","age","prior","college student",75,80,0
"212","age","prior","college student",80,85,0
"212","age","prior","college student",85,NA,0
"213","age","prior","new parent",0,5,0
"213","age","prior","new parent",5,10,0
"213","age","prior","new parent",10,15,0.04
"213","age","prior","new parent",15,20,0.16
"213","age","prior","new parent",20,25,0.36
"213","age","prior","new parent",25,30,0.58
"213","age","prior","new parent",30,35,0.7
"213","age","prior","new parent",35,40,0.61
"213","age","prior","new parent",40,45,0.5
"213","age","prior","new parent",45,50,0.32
"213","age","prior","new parent",50,55,0.25
"213","age","prior","new parent",55,60,0.18
"213","age","prior","new parent",60,65,0.1
"213","age","prior","new parent",65,70,0.04
"213","age","prior","new parent",70,75,0.03
"213","age","prior","new parent",75,80,0.02
"213","age","prior","new parent",80,85,0
"213","age","prior","new parent",85,NA,0
"214","age","posterior","college student",0,5,0.02
"214","age","posterior","college student",5,10,0.02
"214","age","posterior","college student",10,15,0.01
"214","age","posterior","college student",15,20,0.07
"214","age","posterior","college student",20,25,0.3
"214","age","posterior","college student",25,30,0.6
"214","age","posterior","college student",30,35,0.82
"214","age","posterior","college student",35,40,0.95
"214","age","posterior","college student",40,45,1
"214","age","posterior","college student",45,50,0.99
"214","age","posterior","college student",50,55,0.93
"214","age","posterior","college student",55,60,0.76
"214","age","posterior","college student",60,65,0.25
"214","age","posterior","college student",65,70,0.06
"214","age","posterior","college student",70,75,0
"214","age","posterior","college student",75,80,0
"214","age","posterior","college student",80,85,0
"214","age","posterior","college student",85,NA,0
"215","age","posterior","new parent",0,5,0.01
"215","age","posterior","new parent",5,10,0.01
"215","age","posterior","new parent",10,15,0.02
"215","age","posterior","new parent",15,20,0.01
"215","age","posterior","new parent",20,25,0.01
"215","age","posterior","new parent",25,30,0.29
"215","age","posterior","new parent",30,35,0.5
"215","age","posterior","new parent",35,40,0.65
"215","age","posterior","new parent",40,45,0.78
"215","age","posterior","new parent",45,50,0.88
"215","age","posterior","new parent",50,55,0.78
"215","age","posterior","new parent",55,60,0.68
"215","age","posterior","new parent",60,65,0.15
"215","age","posterior","new parent",65,70,0.08
"215","age","posterior","new parent",70,75,0.03
"215","age","posterior","new parent",75,80,0.03
"215","age","posterior","new parent",80,85,0.02
"215","age","posterior","new parent",85,NA,0.01
"216","age","prior","new parent",0,5,0
"216","age","prior","new parent",5,10,0
"216","age","prior","new parent",10,15,0.13
"216","age","prior","new parent",15,20,0.37
"216","age","prior","new parent",20,25,0.64
"216","age","prior","new parent",25,30,0.93
"216","age","prior","new parent",30,35,0.95
"216","age","prior","new parent",35,40,0.62
"216","age","prior","new parent",40,45,0.37
