"workerid","reward","comments","age","language","qNumber","qtype","dollar_amount","sigs","object","response","rt","level","id","date","phrasing"
"17_10","$0.60","","57","english",NA,"concrete",96,NA,"headphones",6,NA,2,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",240,NA,"watch",3,NA,1,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",124,NA,"coffee maker",7,NA,3,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",150,NA,"sweater",7,NA,4,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",1.71,NA,"sweater",7,NA,0,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",18,NA,"sweater",1,NA,0,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",36,NA,"sweater",4,NA,1,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",24,NA,"headphones",2,NA,0,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",17.1,NA,"sweater",4,NA,1,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",100,NA,"coffee maker",4,NA,2,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",1250,NA,"laptop",8,NA,3,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",1850,NA,"laptop",3,NA,4,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",85.5,NA,"sweater",4,NA,2,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",84,NA,"coffee maker",6,NA,2,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",2,NA,"coffee maker",7,NA,0,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",171,NA,"sweater",3,NA,4,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",250,NA,"watch",4,NA,1,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",57,NA,"sweater",6,NA,2,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",200,NA,"coffee maker",3,NA,4,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",1295,NA,"laptop",3,NA,3,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",140,NA,"coffee maker",3,NA,3,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",119.7,NA,"sweater",3,NA,3,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",925,NA,"laptop",3,NA,2,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",185,NA,"laptop",4,NA,1,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"inductive",18.5,NA,"laptop",6,NA,0,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",900,NA,"laptop",6,NA,2,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",600,NA,"laptop",6,NA,1,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",2000,NA,"watch",7,NA,4,"10","2014 April 23 4am","conditional"
"17_10","$0.60","","57","english",NA,"concrete",87,NA,"sweater",6,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",171,NA,"sweater",2,NA,4,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",24,NA,"coffee maker",0,NA,0,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",17.1,NA,"sweater",7,NA,1,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",1850,NA,"laptop",7,NA,4,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",124,NA,"coffee maker",8,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",258,NA,"headphones",0,NA,4,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",1295,NA,"laptop",0,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",234,NA,"headphones",8,NA,4,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",18,NA,"sweater",0,NA,0,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",925,NA,"laptop",0,NA,2,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",900,NA,"laptop",1,NA,2,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",18.5,NA,"laptop",8,NA,0,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",140,NA,"coffee maker",1,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",129,NA,"headphones",1,NA,2,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",185,NA,"laptop",6,NA,1,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",57,NA,"sweater",4,NA,2,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",87,NA,"sweater",5,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",24,NA,"headphones",0,NA,0,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",100,NA,"coffee maker",1,NA,2,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",2,NA,"coffee maker",8,NA,0,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",1850,NA,"laptop",0,NA,4,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",600,NA,"laptop",0,NA,1,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",2.58,NA,"headphones",8,NA,0,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",84,NA,"coffee maker",4,NA,2,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",180.6,NA,"headphones",0,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",250,NA,"watch",6,NA,1,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",96,NA,"headphones",4,NA,2,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",85.5,NA,"sweater",1,NA,2,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",188,NA,"coffee maker",8,NA,4,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",100,NA,"watch",1,NA,0,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",24,NA,"watch",5,NA,0,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",36,NA,"sweater",1,NA,1,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",2000,NA,"watch",8,NA,4,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",144,NA,"headphones",6,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",350,NA,"laptop",0,NA,0,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",2400,NA,"watch",0,NA,4,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",25.8,NA,"headphones",4,NA,1,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",1200,NA,"watch",0,NA,2,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",60,NA,"headphones",2,NA,1,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",1250,NA,"laptop",2,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",450,NA,"watch",5,NA,2,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",119.7,NA,"sweater",0,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",20,NA,"coffee maker",5,NA,1,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",900,NA,"watch",7,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",240,NA,"watch",2,NA,1,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",52,NA,"coffee maker",4,NA,1,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",1680,NA,"watch",0,NA,3,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"concrete",150,NA,"sweater",6,NA,4,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",200,NA,"coffee maker",1,NA,4,"10","2014 April 23 4am","conditional"
"18_10","$0.60","All instructions were straightforward and very easy to understand.","28","English",NA,"inductive",1.71,NA,"sweater",0,NA,0,"10","2014 April 23 4am","conditional"
"19_10","$0.60","I thought it was interesting because it depends how I think about it.  Less expensive with the amount shown.  If it&quotechars expensive and it says it is less expensive, I tend not to think so.  I guess it can depend how I look at it.  Thank you for having me in your study.  ","50","English",NA,"inductive",1295,NA,"laptop",8,NA,3,"10","2014 April 23 4am","conditional"
"19_10","$0.60","I thought it was interesting because it depends how I think about it.  Less expensive with the amount shown.  If it&quotechars expensive and it says it is less expensive, I tend not to think so.  I guess it can depend how I look at it.  Thank you for having me in your study.  ","50","English",NA,"concrete",144,NA,"headphones",4,NA,3,"10","2014 April 23 4am","conditional"
"19_10","$0.60","I thought it was interesting because it depends how I think about it.  Less expensive with the amount shown.  If it&quotechars expensive and it says it is less expensive, I tend not to think so.  I guess it can depend how I look at it.  Thank you for having me in your study.  ","50","English",NA,"inductive",100,NA,"coffee maker",0,NA,2,"10","2014 April 23 4am","conditional"
"19_10","$0.60","I thought it was interesting because it depends how I think about it.  Less expensive with the amount shown.  If it&quotechars expensive and it says it is less expensive, I tend not to think so.  I guess it can depend how I look at it.  Thank you for having me in your study.  ","50","English",NA,"concrete",188,NA,"coffee maker",8,NA,4,"10","2014 April 23 4am","conditional"
"19_10","$0.60","I thought it was interesting because it depends how I think about it.  Less expensive with the amount shown.  If it&quotechars expensive and it says it is less expensive, I tend not to think so.  I guess it can depend how I look at it.  Thank you for having me in your study.  ","50","English",NA,"inductive",2400,NA,"watch",8,NA,4,"10","2014 April 23 4am","conditional"
